06/01/2021	824
07/01/2021	888
08/01/2021	886
09/01/2021	927
10/01/2021	981
11/01/2021	1004
12/01/2021	1091
13/01/2021	1101
14/01/2021	1088
15/01/2021	1101
16/01/2021	1170
17/01/2021	1167
18/01/2021	1168
19/01/2021	1244
20/01/2021	1173
21/01/2021	1133
22/01/2021	1123
23/01/2021	1058
24/01/2021	1040
25/01/2021	1070
26/01/2021	960
27/01/2021	1006
28/01/2021	1016
29/01/2021	943
30/01/2021	831
31/01/2021	810
01/02/2021	804
02/02/2021	759
03/02/2021	777
04/02/2021	647
05/02/2021	675
06/02/2021	608
07/02/2021	567
08/02/2021	611
09/02/2021	537
10/02/2021	542
11/02/2021	508
12/02/2021	451
13/02/2021	431
14/02/2021	435
15/02/2021	460
16/02/2021	395
17/02/2021	384
18/02/2021	364
19/02/2021	317
20/02/2021	302
21/02/2021	286
22/02/2021	241
23/02/2021	254
24/02/2021	239
25/02/2021	220
26/02/2021	194
27/02/2021	196
28/02/2021	197
01/03/2021	192
02/03/2021	154
03/03/2021	126
04/03/2021	129
05/03/2021	156
06/03/2021	129
07/03/2021	113
08/03/2021	120
09/03/2021	113
10/03/2021	97
11/03/2021	107
12/03/2021	81
13/03/2021	97
14/03/2021	79
15/03/2021	83
16/03/2021	66
17/03/2021	65
18/03/2021	52
19/03/2021	56
20/03/2021	59
21/03/2021	69
22/03/2021	57
23/03/2021	45
24/03/2021	34
25/03/2021	37
26/03/2021	41
27/03/2021	29
28/03/2021	27
29/03/2021	25
30/03/2021	38
31/03/2021	36
01/04/2021	28
02/04/2021	19
03/04/2021	27
04/04/2021	23
05/04/2021	10
06/04/2021	23
07/04/2021	25
08/04/2021	31
09/04/2021	17
10/04/2021	18
11/04/2021	19
12/04/2021	25
13/04/2021	19
14/04/2021	9
15/04/2021	17
16/04/2021	15
17/04/2021	17
18/04/2021	15
19/04/2021	16
20/04/2021	17
21/04/2021	17
22/04/2021	14
23/04/2021	17
24/04/2021	7
25/04/2021	12
26/04/2021	9
27/04/2021	10
28/04/2021	13
29/04/2021	11
30/04/2021	8
01/05/2021	7
02/05/2021	10
03/05/2021	8
04/05/2021	9
05/05/2021	12
06/05/2021	7
07/05/2021	8
08/05/2021	8
09/05/2021	8
10/05/2021	8
11/05/2021	13
12/05/2021	9
13/05/2021	4
14/05/2021	3
15/05/2021	7
16/05/2021	6
17/05/2021	5
18/05/2021	3
19/05/2021	3
20/05/2021	5
21/05/2021	7
22/05/2021	3
23/05/2021	6
24/05/2021	8
25/05/2021	3
26/05/2021	10
27/05/2021	7
28/05/2021	6
29/05/2021	5
30/05/2021	7
31/05/2021	7
01/06/2021	3
02/06/2021	9
03/06/2021	10
04/06/2021	8
05/06/2021	4
06/06/2021	5
07/06/2021	4
08/06/2021	7
09/06/2021	4
10/06/2021	9
11/06/2021	6
12/06/2021	13
13/06/2021	7
14/06/2021	8
15/06/2021	13
16/06/2021	10
17/06/2021	5
18/06/2021	10
19/06/2021	18
20/06/2021	20
21/06/2021	13
22/06/2021	9
23/06/2021	5
24/06/2021	19
25/06/2021	19
26/06/2021	7
27/06/2021	17
28/06/2021	9
29/06/2021	19
30/06/2021	20
